Sumber,Rujuk,Keterangan
ISO 9001,kompeten,"- ISO 10008 Quality management - Customer satisfaction - Guidelines for business-to-
 consumer electronic commerce transactions memberikan panduan tentang cara
 organisasi boleh melaksanakan sistem urus niaga perdagangan elektronik perniagaan-
 ke-pengguna yang berkesan dan cekap (B2C ECT), dan dengan itu menyediakan asas
 supaya pengguna mempunyai keyakinan yang meningkat terhadap B2C ECT,
 meningkatkan keupayaan organisasi untuk memuaskan hati pengguna dan membantu
 mengurangkan aduan dan pertikaian.
- ISO 10012 Measurement management systems - Requirements for measurement
 processes and measuring menyediakan panduan bagi pengurusan proses pengukuran
 dan pengesahan metrologi peralatan pengukuran yang digunakan untuk menyokong dan
 menunjukkan pematuhan terhadap keperluan metrologi. ISO 10012 menyediakan kriteria
 pengurusan kualiti untuk sistem pengurusan pengukuran bagi memastikan keperluan
 metrologi dipenuhi.
- ISO/TR 10013 Guidelines for quality management system documentation menyediakan
 garis panduan untuk pembangunan dan penyelenggaraan pendokumenan yang
 diperlukan untuk sistem pengurusan kualiti. ISO/TR 10013 boleh digunakan untuk
 mendokumenkan sistem pengurusan selain standard sistem pengurusan kualiti
 ISO, contohnya sistem pengurusan alam sekitar dan sistem pengurusan keselamatan.
- ISO 10014 Quality management - Guidelines for realizing financial and economic
 benefits ditujukan kepada pengurusan atasan. Ia menyediakan garis panduan untuk
 merealisasikan faedah kewangan dan ekonomi melalui penggunaan prinsip pengurusan
 kualiti. Ia memudahkan penggunaan prinsip pengurusan dan pemilihan kaedah dan alat
 yang membolehkan kejayaan mampan sesuatu organisasi.
- ISO 10015 Quality management - Guidelines for training menyediakan garis panduan
 untuk membantu organisasi dalam menangani isu yang berkaitan dengan latihan. ISO
 10015 boleh diguna pakai pada bila-bila masa bimbingan diperlukan untuk mentafsir
 perkataan ""pendidikan"" dan ""latihan"" dalam standard sistem pengurusan kualiti ISO. Apa-
 apa perkataan ""latihan"" termasuk semua jenis pendidikan dan latihan.
- ISO/TR 10017 Guidance on statistical techniques for ISO 9001:2000 memperjelaskan
 teknik statistik yang bermula seawal perubahan yang dapat dilihat dalam tingkah laku dan
 hasil proses, walaupun di bawah keadaan kestabilan nyata. Teknik statistik
 membolehkan penggunaan yang lebih baik terhadap data yang ada untuk membantu
 dalam membuat keputusan, dan dengan itu membantu untuk terus menambah baik kualiti
 produk dan proses bagi mencapai kepuasan pelanggan.
- ISO 10018 Quality management - Guidelines on people involvement and competence
 menyediakan garis panduan yang mempengaruhi pelibatan modal insan dan
 kekompetenan. Sistem pengurusan kualiti bergantung kepada pelibatan orang yang
 kompeten dan cara mereka diperkenalkan dan disepadukan dalam organisasi. Penting
 untuk menentukan, membangun dan menilai pengetahuan, kemahiran, tingkah laku dan
 persekitaran kerja yang diperlukan.
- ISO 10019 Guidelines for the selection of quality management system consultants and
 use of their services menyediakan panduan tentang pemilihan perunding sistem
 pengurusan kualiti dan penggunaan perkhidmatan mereka. Ia memberikan panduan
 tentang proses penilaian kekompetenan perunding sistem pengurusan kualiti dan
 memberi keyakinan bahawa keperluan dan jangkaan organisasi bagi perkhidmatan
 perunding akan dipenuhi."
ISO 9001,pengurusan,"- ISO 10008 Quality management - Customer satisfaction - Guidelines for business-to-
 consumer electronic commerce transactions memberikan panduan tentang cara
 organisasi boleh melaksanakan sistem urus niaga perdagangan elektronik perniagaan-
 ke-pengguna yang berkesan dan cekap (B2C ECT), dan dengan itu menyediakan asas
 supaya pengguna mempunyai keyakinan yang meningkat terhadap B2C ECT,
 meningkatkan keupayaan organisasi untuk memuaskan hati pengguna dan membantu
 mengurangkan aduan dan pertikaian.
- ISO 10012 Measurement management systems - Requirements for measurement
 processes and measuring menyediakan panduan bagi pengurusan proses pengukuran
 dan pengesahan metrologi peralatan pengukuran yang digunakan untuk menyokong dan
 menunjukkan pematuhan terhadap keperluan metrologi. ISO 10012 menyediakan kriteria
 pengurusan kualiti untuk sistem pengurusan pengukuran bagi memastikan keperluan
 metrologi dipenuhi.
- ISO/TR 10013 Guidelines for quality management system documentation menyediakan
 garis panduan untuk pembangunan dan penyelenggaraan pendokumenan yang
 diperlukan untuk sistem pengurusan kualiti. ISO/TR 10013 boleh digunakan untuk
 mendokumenkan sistem pengurusan selain standard sistem pengurusan kualiti
 ISO, contohnya sistem pengurusan alam sekitar dan sistem pengurusan keselamatan.
- ISO 10014 Quality management - Guidelines for realizing financial and economic
 benefits ditujukan kepada pengurusan atasan. Ia menyediakan garis panduan untuk
 merealisasikan faedah kewangan dan ekonomi melalui penggunaan prinsip pengurusan
 kualiti. Ia memudahkan penggunaan prinsip pengurusan dan pemilihan kaedah dan alat
 yang membolehkan kejayaan mampan sesuatu organisasi.
- ISO 10015 Quality management - Guidelines for training menyediakan garis panduan
 untuk membantu organisasi dalam menangani isu yang berkaitan dengan latihan. ISO
 10015 boleh diguna pakai pada bila-bila masa bimbingan diperlukan untuk mentafsir
 perkataan ""pendidikan"" dan ""latihan"" dalam standard sistem pengurusan kualiti ISO. Apa-
 apa perkataan ""latihan"" termasuk semua jenis pendidikan dan latihan.
- ISO/TR 10017 Guidance on statistical techniques for ISO 9001:2000 memperjelaskan
 teknik statistik yang bermula seawal perubahan yang dapat dilihat dalam tingkah laku dan
 hasil proses, walaupun di bawah keadaan kestabilan nyata. Teknik statistik
 membolehkan penggunaan yang lebih baik terhadap data yang ada untuk membantu
 dalam membuat keputusan, dan dengan itu membantu untuk terus menambah baik kualiti
 produk dan proses bagi mencapai kepuasan pelanggan.
- ISO 10018 Quality management - Guidelines on people involvement and competence
 menyediakan garis panduan yang mempengaruhi pelibatan modal insan dan
 kekompetenan. Sistem pengurusan kualiti bergantung kepada pelibatan orang yang
 kompeten dan cara mereka diperkenalkan dan disepadukan dalam organisasi. Penting
 untuk menentukan, membangun dan menilai pengetahuan, kemahiran, tingkah laku dan
 persekitaran kerja yang diperlukan.
- ISO 10019 Guidelines for the selection of quality management system consultants and
 use of their services menyediakan panduan tentang pemilihan perunding sistem
 pengurusan kualiti dan penggunaan perkhidmatan mereka. Ia memberikan panduan
 tentang proses penilaian kekompetenan perunding sistem pengurusan kualiti dan
 memberi keyakinan bahawa keperluan dan jangkaan organisasi bagi perkhidmatan
 perunding akan dipenuhi."
ISO 9001,ukur,"- ISO 10008 Quality management - Customer satisfaction - Guidelines for business-to-
 consumer electronic commerce transactions memberikan panduan tentang cara
 organisasi boleh melaksanakan sistem urus niaga perdagangan elektronik perniagaan-
 ke-pengguna yang berkesan dan cekap (B2C ECT), dan dengan itu menyediakan asas
 supaya pengguna mempunyai keyakinan yang meningkat terhadap B2C ECT,
 meningkatkan keupayaan organisasi untuk memuaskan hati pengguna dan membantu
 mengurangkan aduan dan pertikaian.
- ISO 10012 Measurement management systems - Requirements for measurement
 processes and measuring menyediakan panduan bagi pengurusan proses pengukuran
 dan pengesahan metrologi peralatan pengukuran yang digunakan untuk menyokong dan
 menunjukkan pematuhan terhadap keperluan metrologi. ISO 10012 menyediakan kriteria
 pengurusan kualiti untuk sistem pengurusan pengukuran bagi memastikan keperluan
 metrologi dipenuhi.
- ISO/TR 10013 Guidelines for quality management system documentation menyediakan
 garis panduan untuk pembangunan dan penyelenggaraan pendokumenan yang
 diperlukan untuk sistem pengurusan kualiti. ISO/TR 10013 boleh digunakan untuk
 mendokumenkan sistem pengurusan selain standard sistem pengurusan kualiti
 ISO, contohnya sistem pengurusan alam sekitar dan sistem pengurusan keselamatan.
- ISO 10014 Quality management - Guidelines for realizing financial and economic
 benefits ditujukan kepada pengurusan atasan. Ia menyediakan garis panduan untuk
 merealisasikan faedah kewangan dan ekonomi melalui penggunaan prinsip pengurusan
 kualiti. Ia memudahkan penggunaan prinsip pengurusan dan pemilihan kaedah dan alat
 yang membolehkan kejayaan mampan sesuatu organisasi.
- ISO 10015 Quality management - Guidelines for training menyediakan garis panduan
 untuk membantu organisasi dalam menangani isu yang berkaitan dengan latihan. ISO
 10015 boleh diguna pakai pada bila-bila masa bimbingan diperlukan untuk mentafsir
 perkataan ""pendidikan"" dan ""latihan"" dalam standard sistem pengurusan kualiti ISO. Apa-
 apa perkataan ""latihan"" termasuk semua jenis pendidikan dan latihan.
- ISO/TR 10017 Guidance on statistical techniques for ISO 9001:2000 memperjelaskan
 teknik statistik yang bermula seawal perubahan yang dapat dilihat dalam tingkah laku dan
 hasil proses, walaupun di bawah keadaan kestabilan nyata. Teknik statistik
 membolehkan penggunaan yang lebih baik terhadap data yang ada untuk membantu
 dalam membuat keputusan, dan dengan itu membantu untuk terus menambah baik kualiti
 produk dan proses bagi mencapai kepuasan pelanggan.
- ISO 10018 Quality management - Guidelines on people involvement and competence
 menyediakan garis panduan yang mempengaruhi pelibatan modal insan dan
 kekompetenan. Sistem pengurusan kualiti bergantung kepada pelibatan orang yang
 kompeten dan cara mereka diperkenalkan dan disepadukan dalam organisasi. Penting
 untuk menentukan, membangun dan menilai pengetahuan, kemahiran, tingkah laku dan
 persekitaran kerja yang diperlukan.
- ISO 10019 Guidelines for the selection of quality management system consultants and
 use of their services menyediakan panduan tentang pemilihan perunding sistem
 pengurusan kualiti dan penggunaan perkhidmatan mereka. Ia memberikan panduan
 tentang proses penilaian kekompetenan perunding sistem pengurusan kualiti dan
 memberi keyakinan bahawa keperluan dan jangkaan organisasi bagi perkhidmatan
 perunding akan dipenuhi."
ISO 9001,pelanggan,"- ISO 10008 Quality management - Customer satisfaction - Guidelines for business-to-
 consumer electronic commerce transactions memberikan panduan tentang cara
 organisasi boleh melaksanakan sistem urus niaga perdagangan elektronik perniagaan-
 ke-pengguna yang berkesan dan cekap (B2C ECT), dan dengan itu menyediakan asas
 supaya pengguna mempunyai keyakinan yang meningkat terhadap B2C ECT,
 meningkatkan keupayaan organisasi untuk memuaskan hati pengguna dan membantu
 mengurangkan aduan dan pertikaian.
- ISO 10012 Measurement management systems - Requirements for measurement
 processes and measuring menyediakan panduan bagi pengurusan proses pengukuran
 dan pengesahan metrologi peralatan pengukuran yang digunakan untuk menyokong dan
 menunjukkan pematuhan terhadap keperluan metrologi. ISO 10012 menyediakan kriteria
 pengurusan kualiti untuk sistem pengurusan pengukuran bagi memastikan keperluan
 metrologi dipenuhi.
- ISO/TR 10013 Guidelines for quality management system documentation menyediakan
 garis panduan untuk pembangunan dan penyelenggaraan pendokumenan yang
 diperlukan untuk sistem pengurusan kualiti. ISO/TR 10013 boleh digunakan untuk
 mendokumenkan sistem pengurusan selain standard sistem pengurusan kualiti
 ISO, contohnya sistem pengurusan alam sekitar dan sistem pengurusan keselamatan.
- ISO 10014 Quality management - Guidelines for realizing financial and economic
 benefits ditujukan kepada pengurusan atasan. Ia menyediakan garis panduan untuk
 merealisasikan faedah kewangan dan ekonomi melalui penggunaan prinsip pengurusan
 kualiti. Ia memudahkan penggunaan prinsip pengurusan dan pemilihan kaedah dan alat
 yang membolehkan kejayaan mampan sesuatu organisasi.
- ISO 10015 Quality management - Guidelines for training menyediakan garis panduan
 untuk membantu organisasi dalam menangani isu yang berkaitan dengan latihan. ISO
 10015 boleh diguna pakai pada bila-bila masa bimbingan diperlukan untuk mentafsir
 perkataan ""pendidikan"" dan ""latihan"" dalam standard sistem pengurusan kualiti ISO. Apa-
 apa perkataan ""latihan"" termasuk semua jenis pendidikan dan latihan.
- ISO/TR 10017 Guidance on statistical techniques for ISO 9001:2000 memperjelaskan
 teknik statistik yang bermula seawal perubahan yang dapat dilihat dalam tingkah laku dan
 hasil proses, walaupun di bawah keadaan kestabilan nyata. Teknik statistik
 membolehkan penggunaan yang lebih baik terhadap data yang ada untuk membantu
 dalam membuat keputusan, dan dengan itu membantu untuk terus menambah baik kualiti
 produk dan proses bagi mencapai kepuasan pelanggan.
- ISO 10018 Quality management - Guidelines on people involvement and competence
 menyediakan garis panduan yang mempengaruhi pelibatan modal insan dan
 kekompetenan. Sistem pengurusan kualiti bergantung kepada pelibatan orang yang
 kompeten dan cara mereka diperkenalkan dan disepadukan dalam organisasi. Penting
 untuk menentukan, membangun dan menilai pengetahuan, kemahiran, tingkah laku dan
 persekitaran kerja yang diperlukan.
- ISO 10019 Guidelines for the selection of quality management system consultants and
 use of their services menyediakan panduan tentang pemilihan perunding sistem
 pengurusan kualiti dan penggunaan perkhidmatan mereka. Ia memberikan panduan
 tentang proses penilaian kekompetenan perunding sistem pengurusan kualiti dan
 memberi keyakinan bahawa keperluan dan jangkaan organisasi bagi perkhidmatan
 perunding akan dipenuhi."
ISO 9001,kompeten,"- ISO 19011 Guidelines for auditing management systems menyediakan panduan tentang
 pengurusan program audit, perancangan dan pengendalian audit sistem pengurusan,
 serta tentang kekompetenan dan penilaian juruaudit dan pasukan audit. ISO 19011
 bertujuan untuk diguna pakai oleh juruaudit, organisasi yang melaksanakan sistem
 pengurusan dan organisasi yang perlu menjalankan audit sistem pengurusan."
ISO 9001,pengurusan,"- ISO 19011 Guidelines for auditing management systems menyediakan panduan tentang
 pengurusan program audit, perancangan dan pengendalian audit sistem pengurusan,
 serta tentang kekompetenan dan penilaian juruaudit dan pasukan audit. ISO 19011
 bertujuan untuk diguna pakai oleh juruaudit, organisasi yang melaksanakan sistem
 pengurusan dan organisasi yang perlu menjalankan audit sistem pengurusan."
ISO 9001,pengurusan,"Ahli Jawatankuasa Teknikal Pengurusan Kualiti dan Penentuan Kualiti (TC2) mengenai
Sistem Kualiti
Name Organisation"
ISO 9001,pengurusan,"Encik Mohd Azani Jabar Unit Pemodenan Tadbiran dan
Perancangan Pengurusan Malaysia"
ISO 9001,pengurusan,"Unit Pemodenan Tadbiran dan
Perancangan Pengurusan Malaysia"
MK.OA.01,rekod,II Rekod Pindaan
MK.OA.01,senarai,III Senarai Pemegang Dokumen
MK.OA.01,objektif,"Manual Kualiti ini adalah berdasarkan keperluan Sistem Pengurusan Kualiti (MS ISO 9001:2015). Manual ini mengandungi maklumat organisasi, dasar kualiti dan objektif kualiti terhadap perkhidmatan kepada pelanggan berhubung proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem. Manual Kualiti ini disokong dengan dokumen prosedur kualiti dan dokumen-dokumen sokongan yang berkaitan seperti berikut:"
MK.OA.01,dasar,"Manual Kualiti ini adalah berdasarkan keperluan Sistem Pengurusan Kualiti (MS ISO 9001:2015). Manual ini mengandungi maklumat organisasi, dasar kualiti dan objektif kualiti terhadap perkhidmatan kepada pelanggan berhubung proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem. Manual Kualiti ini disokong dengan dokumen prosedur kualiti dan dokumen-dokumen sokongan yang berkaitan seperti berikut:"
MK.OA.01,pengurusan,"Manual Kualiti ini adalah berdasarkan keperluan Sistem Pengurusan Kualiti (MS ISO 9001:2015). Manual ini mengandungi maklumat organisasi, dasar kualiti dan objektif kualiti terhadap perkhidmatan kepada pelanggan berhubung proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem. Manual Kualiti ini disokong dengan dokumen prosedur kualiti dan dokumen-dokumen sokongan yang berkaitan seperti berikut:"
MK.OA.01,pelanggan,"Manual Kualiti ini adalah berdasarkan keperluan Sistem Pengurusan Kualiti (MS ISO 9001:2015). Manual ini mengandungi maklumat organisasi, dasar kualiti dan objektif kualiti terhadap perkhidmatan kepada pelanggan berhubung proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem. Manual Kualiti ini disokong dengan dokumen prosedur kualiti dan dokumen-dokumen sokongan yang berkaitan seperti berikut:"
MK.OA.01,pengurusan,Manual Kualiti ini merupakan dokumen generik yang mengandungi maklumat-maklumat di dalam aspek pengurusan kualiti Syarikat sebagaimana berikut:
MK.OA.01,dasar,"1.2.2. Menjelaskan secara ringkas Sistem Pengurusan Kualiti MS ISO
 9001:2015 yang dilaksanakan Syarikat;
 
 1.2.3. Menggariskan dasar dan prinsip-prinsip asas bagi
 aktiviti-aktiviti organisasi; dan"
MK.OA.01,pengurusan,"1.2.2. Menjelaskan secara ringkas Sistem Pengurusan Kualiti MS ISO
 9001:2015 yang dilaksanakan Syarikat;
 
 1.2.3. Menggariskan dasar dan prinsip-prinsip asas bagi
 aktiviti-aktiviti organisasi; dan"
MK.OA.01,prestasi,"Bahagian 9 - Penilaian prestasi.
 
 Bahagian 10 - Penambahbaikan."
MK.OA.01,penambahbaikan,"Bahagian 9 - Penilaian prestasi.
 
 Bahagian 10 - Penambahbaikan."
MK.OA.01,pengurusan,Manual Kualiti ini hanya terpakai dan berkuatkuasa setelah diluluskan oleh Pengarah Urusan (MD). Manual Kualiti ini adalah Dokumen terkawal dan hanya diedarkan kepada pegawai-pegawai seperti di seksyen III - senarai Pemegang Dokumen Terkawal. Pemegang Dokumen ini akan bertanggungjawab menyimpan dengan selamat dan mengemaskini Manual Kualiti ini mengikut arahan yang dikeluarkan oleh Wakil Pengurusan dari masa ke semasa.
MK.OA.01,tanggungjawab,Manual Kualiti ini hanya terpakai dan berkuatkuasa setelah diluluskan oleh Pengarah Urusan (MD). Manual Kualiti ini adalah Dokumen terkawal dan hanya diedarkan kepada pegawai-pegawai seperti di seksyen III - senarai Pemegang Dokumen Terkawal. Pemegang Dokumen ini akan bertanggungjawab menyimpan dengan selamat dan mengemaskini Manual Kualiti ini mengikut arahan yang dikeluarkan oleh Wakil Pengurusan dari masa ke semasa.
MK.OA.01,senarai,Manual Kualiti ini hanya terpakai dan berkuatkuasa setelah diluluskan oleh Pengarah Urusan (MD). Manual Kualiti ini adalah Dokumen terkawal dan hanya diedarkan kepada pegawai-pegawai seperti di seksyen III - senarai Pemegang Dokumen Terkawal. Pemegang Dokumen ini akan bertanggungjawab menyimpan dengan selamat dan mengemaskini Manual Kualiti ini mengikut arahan yang dikeluarkan oleh Wakil Pengurusan dari masa ke semasa.
MK.OA.01,pelanggan,"Perkara yang dikemukakan oleh pelanggan mengenai ketidakpuasan hati mereka ke atas pelaksanaan proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem Syarikat."
MK.OA.01,komunikasi,"Proses mewujudkan sistem maklumat yang mungkin termasuk mereka bentuk, membangunkan aplikasi atau mengubahsuai aplikasi tersedia dan/atau sedia ada dan seterusnya mengintegrasikannya dengan arkitektur, perkakasan dan sistem komunikasi yang baharu dan/atau sedia ada."
MK.OA.01,pelanggan,3.4 Maklumbalas Pelanggan
MK.OA.01,pengurusan,"Maklumbalas pelanggan meliputi komen atau cadangan bagi memperbaiki/ mempertingkatkan lagi sesuatu produk / perkhidmatan dan pengurusan operasi kerja.
""The process of creating an information system that may include designing or building a customized architecture or application, integrating it with new or existing hardware, packaged and custom software, and communications.""
MK.OA.01,pelanggan,""Maklumbalas pelanggan meliputi komen atau cadangan bagi memperbaiki/ mempertingkatkan lagi sesuatu produk / perkhidmatan dan pengurusan operasi kerja.
""The process of creating an information system that may include designing or building a customized architecture or application, integrating it with new or existing hardware, packaged and custom software, and communications.""
MK.OA.01,pengurusan,""Pengurus, eksekutif dan staf sokongan yang bertaraf tetap, kontrak atau sambilan yang terlibat dengan pengurusan QMS."
MK.OA.01,pelanggan,3.6 Pelanggan
MK.OA.01,pelanggan,Dalam konteks Syarikat dibahagikan kepada dua (2) kategori iaitu: Pelanggan luaran iaitu pembekal dan penerima perkhidmatan; dan pelanggan dalaman.
MK.OA.01,tanggungjawab,"3.9 Pegawai Integriti
 
Pegawai yang dilantik oleh MD yang bertanggungjawab menguruskan integriti dalam syarikat bagi membendung salahlaku jenayah serta pelanggaran tatakelakuan dan etika di kalangan pegawai syarikat."
MK.OA.01,pengurusan,3.10 Wakil Pengurusan
MK.OA.01,pengurusan,Pegawai di peringkat pengurusan Syarikat yang telah dilantik oleh MD sebagai Wakil Pengurusan. MD boleh melantik seorang Timbalan Wakil Pengurusan untuk membantu secara sementara / tetap semasa ketiadaannya.
MK.OA.01,pengurusan,a. Jabatan Pengurusan (Management Dept.);
MK.OA.01,objektif,4.1.5 Objektif operasi
MK.OA.01,pelanggan,"Pihak yang berkepentingan Syarikat terdiri dari: 
 a. Pelanggan; 
 b. Pembekal; 
 c. Pegawai dan staf syarikat; dan 
 d. Institusi kewangan."
MK.OA.01,pengurusan,4.3 Menentukan skop sistem pengurusan kualiti
MK.OA.01,pengurusan,"Syarikat setelah mengambil kira isu-isu dalaman dan luaran yang boleh memberi kesan kepada pelaksanaan QMS dengan memberi keutamaan kepada kepentingan pelanggan dan prestasi syarikat. Skop pelaksanaan Sistem Pengurusan Kualiti (QMS) Syarikat ialah penyediaan bagi **Proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem**. Proses bermula dengan permohonan tender perolehan oleh Syarikat; penyediaan sumber-sumber berkaitan yang diperlukan, pelaksanaan projek dan pemantauan oleh pihak pengurusan sehingga penyerahan akhir integrasi sistem kepada pelanggan. "
MK.OA.01,prestasi,"Syarikat setelah mengambil kira isu-isu dalaman dan luaran yang boleh memberi kesan kepada pelaksanaan QMS dengan memberi keutamaan kepada kepentingan pelanggan dan prestasi syarikat. Skop pelaksanaan Sistem Pengurusan Kualiti (QMS) Syarikat ialah penyediaan bagi **Proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem**. Proses bermula dengan permohonan tender perolehan oleh Syarikat; penyediaan sumber-sumber berkaitan yang diperlukan, pelaksanaan projek dan pemantauan oleh pihak pengurusan sehingga penyerahan akhir integrasi sistem kepada pelanggan. "
MK.OA.01,pelanggan,"Syarikat setelah mengambil kira isu-isu dalaman dan luaran yang boleh memberi kesan kepada pelaksanaan QMS dengan memberi keutamaan kepada kepentingan pelanggan dan prestasi syarikat. Skop pelaksanaan Sistem Pengurusan Kualiti (QMS) Syarikat ialah penyediaan bagi **Proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem**. Proses bermula dengan permohonan tender perolehan oleh Syarikat; penyediaan sumber-sumber berkaitan yang diperlukan, pelaksanaan projek dan pemantauan oleh pihak pengurusan sehingga penyerahan akhir integrasi sistem kepada pelanggan. "
MK.OA.01,pengurusan,"Senarai isu-isu daripada proses pengurusan risiko sebagaimana di lampiran C.
Carta pemetaan proses bagi skop QMS Syarikat adalah seperti di lampiran D."
MK.OA.01,senarai,"Senarai isu-isu daripada proses pengurusan risiko sebagaimana di lampiran C.
Carta pemetaan proses bagi skop QMS Syarikat adalah seperti di lampiran D."
MK.OA.01,objektif,b. Dasar Kualiti dan Objektif Kualiti;
MK.OA.01,dasar,b. Dasar Kualiti dan Objektif Kualiti;
MK.OA.01,pengurusan,4.4 Sistem pengurusan kualiti dan prosesnya
MK.OA.01,pengurusan,"OpenApps Sdn. Bhd. (selepas ini dikenali sebagai Syarikat) perlu mewujud, mendokumen, melaksana dan menyenggara Sistem Pengurusan Kualiti (QMS) dan meningkatkan keberkesanannya secara berterusan selaras dengan keperluan standard. Untuk itu, Syarikat perlu:"
MK.OA.01,kawalan,"c. Menentukan kriteria dan kaedah bagi menilai keberkesanan operasi dan kawalan ke atas
proses-proses ini;"
MK.OA.01,penambahbaikan,"f. Melaksanakan tindakan-tindakan yang perlu bagi memastikan pencapaian matlamat yang
dirancang dan membuat penambahbaikan yang berterusan ke atas proses-proses ini."
MK.OA.01,kawalan,"Proses-proses ini hendaklah diuruskan oleh Syarikat selaras dengan keperluan standard antarabangsa ini. Sekiranya Syarikat memilih untuk mendapatkan khidmat luar bagi melaksanakan mana-mana proses yang memberi kesan kepada kualiti produk yang dihasilkan, proses-proses tersebut hendaklah dikawal. Kawalan ke atas proses ini hendaklah dijadikan sebahagian daripada QMS. "
MK.OA.01,pengurusan,"4.4.1 Organisasi hendaklah mewujudkan, melaksanakan, menyelenggarakan dan menambah baik secara berterusan sistem pengurusan kualiti"
MK.OA.01,rekod,"Dokumentasi QMS meliputi rekod-rekod mengenai keputusan-keputusan pihak pengurusan Syarikat untuk memastikan tindakan-tindakan berkaitan pengurusan dan dasar dapat dikesan, dan memastikan keputusan yang direkodkan dapat dihasilkan semula. Sistem dokumentasi QMS mengandungi:"
MK.OA.01,dasar,"Dokumentasi QMS meliputi rekod-rekod mengenai keputusan-keputusan pihak pengurusan Syarikat untuk memastikan tindakan-tindakan berkaitan pengurusan dan dasar dapat dikesan, dan memastikan keputusan yang direkodkan dapat dihasilkan semula. Sistem dokumentasi QMS mengandungi:"
MK.OA.01,pengurusan,"Dokumentasi QMS meliputi rekod-rekod mengenai keputusan-keputusan pihak pengurusan Syarikat untuk memastikan tindakan-tindakan berkaitan pengurusan dan dasar dapat dikesan, dan memastikan keputusan yang direkodkan dapat dihasilkan semula. Sistem dokumentasi QMS mengandungi:"
MK.OA.01,senarai,"b. Prosedur-prosedur Operasi, Sokongan dan Wajib yang perlu didokumenkan mengikut Standard MS ISO 9001:2015. Senarai proses kerja yang berkaitan adalah seperti senarai di lampiran E, F dan G. Ringkasan prosedur-prosedur Operasi, Sokongan dan Wajib serta jumlah masing-masing seperti di jadual:"
MK.OA.01,kawalan,"c. Dokumen-dokumen yang diperlukan oleh bagi memastikan perancangan, operasi dan kawalan ke atas proses dijalankan dengan berkesan; dan"
MK.OA.01,rekod,d. Rekod-rekod yang diperlukan oleh standard MS ISO 9001:2015.
MK.OA.01,pengurusan,Pengurusan atasan Syarikat sentiasa komited untuk memastikan keperluan-keperluan berikut dilaksanakan:
MK.OA.01,komitmen,5.1 Kepimpinan dan komitmen
MK.OA.01,pengurusan,"Pengurusan atasan Syarikat sentiasa komited kepada pembangunan dan perlaksanaan QMS MS ISO 9001:2015, dan sentiasa berusaha secara berterusan untuk menambahbaik sistem bagi menjamin keberkesanannya dengan;"
MK.OA.01,pelanggan,a. Memastikan semua kakitangan memahami dan menghayati akan pentingnya kehendak pelanggan dipenuhi serta keperluan perundangan dan peraturan dipatuhi;
MK.OA.01,objektif,b. Mewujud dan meluluskan Dasar dan Objektif Kualiti (sila rujuk seksyen 5.2 dan 6.2); Memastikan semua kakitangan sentiasa memahami Dasar Kualiti dan Objektif Kualiti bagi mematuhi QMS MS ISO 9001:2015;
MK.OA.01,dasar,b. Mewujud dan meluluskan Dasar dan Objektif Kualiti (sila rujuk seksyen 5.2 dan 6.2); Memastikan semua kakitangan sentiasa memahami Dasar Kualiti dan Objektif Kualiti bagi mematuhi QMS MS ISO 9001:2015;
MK.OA.01,pengurusan,c. Mengadakan Kajian Semula Pengurusan (sila rujuk seksyen 9.3); dan
MK.OA.01,pengurusan,Pengurusan Syarikat akan memastikan:
MK.OA.01,objektif,a. Perancangan QMS diwujudkan dan dilaksanakan untuk mencapai objektif kualiti yang telah ditetapkan;
MK.OA.01,pelanggan,"b. Pelan Kualiti dan Dokumen Kualiti yang diwujudkan, dilaksanakan bagi memenuhi kehendak pelanggan;"
MK.OA.01,objektif,"c. Penyediaan Pelan Kualiti dan arahan kerja (di mana perlu), untuk menetapkan bagaimana objektif kualiti akan dicapai; dan"
MK.OA.01,pelanggan,5.1.2 Fokus kepada pelanggan
MK.OA.01,pengurusan,"Pengurusan Syarikat akan memastikan keperluan pelanggan dikenalpasti, difahami dan dipenuhi dengan tujuan mempertingkatkan lagi kepuasan pelanggan melalui;"
MK.OA.01,pelanggan,"Pengurusan Syarikat akan memastikan keperluan pelanggan dikenalpasti, difahami dan dipenuhi dengan tujuan mempertingkatkan lagi kepuasan pelanggan melalui;"
MK.OA.01,pelanggan,5.2.1 Mewujud dan menyelenggarakan Piagam Pelanggan;
MK.OA.01,pelanggan,"5.2.2 Mewujudkan kaedah bagi pengendalian maklumbalas pelanggan serta cadangan-cadangan
daripada pelanggan berhubung dengan perkhidmatan yang diberikan;"
MK.OA.01,dasar,5.2.3 Sentiasa mengkaji kehendak pelanggan bagi memastikan keperluan pelanggan dipenuhi berlandaskan dasar dan peraturan baharu yang diperkenalkan dari masa ke semasa; dan
